HCPCS,DESCRIPTION,RVU,FACTOR
54336,Revise penis/urethra,21.62,36.0896
54340,Secondary urethral surgery,9.71,36.0896
54344,Secondary urethral surgery,17.06,36.0896
54348,Secondary urethral surgery,18.32,36.0896
54352,Reconstruct urethra/penis,26.13,36.0896
54360,Penis plastic surgery,12.78,36.0896
54380,Repair penis,14.18,36.0896
54385,Repair penis,16.56,36.0896
54390,Repair penis and bladder,22.77,36.0896
54400,Insert semi-rigid prosthesis,9.17,36.0896
54401,Insert self-contd prosthesis,10.44,36.0896
54405,Insert multi-comp penis pros,14.52,36.0896
54406,Remove muti-comp penis pros,12.89,36.0896
54408,Repair multi-comp penis pros,13.91,36.0896
54410,Remove/replace penis prosth,15.18,36.0896
54411,Remov/replc penis pros comp,18.35,36.0896
54415,Remove self-contd penis pros,8.88,36.0896
54416,Remv/repl penis contain pros,12.08,36.0896
54417,Remv/replc penis pros compl,16.10,36.0896
54420,Revision of penis,12.39,36.0896
54430,Revision of penis,11.06,36.0896
54435,Revision of penis,6.81,36.0896
54437,Repair corporeal tear,11.50,36.0896
54438,Replantation of penis,24.50,36.0896
54440,Repair of penis,0.00,36.0896
54450,Preputial stretching,1.12,36.0896
54500,Biopsy of testis,1.31,36.0896
54505,Biopsy of testis,3.50,36.0896
54512,Excise lesion testis,9.33,36.0896
54520,Removal of testis,5.30,36.0896
54522,Orchiectomy partial,10.25,36.0896
54530,Removal of testis,8.46,36.0896
54535,Extensive testis surgery,13.19,36.0896
54550,Exploration for testis,8.41,36.0896
54560,Exploration for testis,12.10,36.0896
54600,Reduce testis torsion,7.64,36.0896
54620,Suspension of testis,5.21,36.0896
54640,Orchiopexy ingun/scrot appr,7.73,36.0896
54650,Orchiopexy (fowler-stephens),12.39,36.0896
54660,Revision of testis,5.74,36.0896
54670,Repair testis injury,6.65,36.0896
54680,Relocation of testis(es),14.04,36.0896
54690,Laparoscopy orchiectomy,11.70,36.0896
54692,Laparoscopy orchiopexy,13.74,36.0896
54699,Laparoscope proc testis,0.00,36.0896
54700,Drainage of scrotum,3.47,36.0896
54800,Biopsy of epididymis,2.33,36.0896
54830,Remove epididymis lesion,6.01,36.0896
54840,Remove epididymis lesion,5.27,36.0896
54860,Removal of epididymis,6.95,36.0896
54861,Removal of epididymis,9.70,36.0896
54865,Explore epididymis,5.77,36.0896
54900,Fusion of spermatic ducts,14.20,36.0896
54901,Fusion of spermatic ducts,19.10,36.0896
55000,Drainage of hydrocele,1.43,36.0896
55040,Removal of hydrocele,5.45,36.0896
55041,Removal of hydroceles,8.54,36.0896
55060,Repair of hydrocele,6.15,36.0896
55100,Drainage of scrotum abscess,2.45,36.0896
55110,Explore scrotum,6.33,36.0896
55120,Removal of scrotum lesion,5.72,36.0896
55150,Removal of scrotum,8.14,36.0896
55175,Revision of scrotum,5.87,36.0896
55180,Revision of scrotum,11.78,36.0896
55200,Incision of sperm duct,4.55,36.0896
55250,Removal of sperm duct(s),3.37,36.0896
55300,Prepare sperm duct x-ray,3.50,36.0896
55400,Repair of sperm duct,8.61,36.0896
55500,Removal of hydrocele,6.22,36.0896
55520,Removal of sperm cord lesion,6.66,36.0896
55530,Revise spermatic cord veins,5.75,36.0896
55535,Revise spermatic cord veins,7.19,36.0896
55540,Revise hernia & sperm veins,8.30,36.0896
55550,Laparo ligate spermatic vein,7.20,36.0896
55559,Laparo proc spermatic cord,0.00,36.0896
55600,Incise sperm duct pouch,7.01,36.0896
55605,Incise sperm duct pouch,8.76,36.0896
55650,Remove sperm duct pouch,12.65,36.0896
55680,Remove sperm pouch lesion,5.67,36.0896
55700,Biopsy of prostate,2.50,36.0896
55705,Biopsy of prostate,4.61,36.0896
55706,Prostate saturation sampling,6.28,36.0896
55720,Drainage of prostate abscess,7.73,36.0896
55725,Drainage of prostate abscess,10.05,36.0896
55801,Removal of prostate,19.80,36.0896
55810,Extensive prostate surgery,24.29,36.0896
55812,Extensive prostate surgery,29.89,36.0896
55815,Extensive prostate surgery,32.95,36.0896
55821,Removal of prostate,15.76,36.0896
55831,Removal of prostate,17.19,36.0896
55840,Extensive prostate surgery,21.36,36.0896
55842,Extensive prostate surgery,21.36,36.0896
55845,Extensive prostate surgery,25.18,36.0896
55860,Surgical exposure prostate,15.84,36.0896
55862,Extensive prostate surgery,20.04,36.0896
55865,Extensive prostate surgery,24.57,36.0896
55866,Laparo radical prostatectomy,26.80,36.0896
55870,Electroejaculation,2.58,36.0896
55873,Cryoablate prostate,13.60,36.0896
55874,Tprnl plmt biodegrdabl matrl,3.03,36.0896
55875,Transperi needle place pros,13.46,36.0896
55876,Place rt device/marker pros,1.73,36.0896
55899,Genital surgery procedure,0.00,36.0896
55920,Place needles pelvic for rt,8.31,36.0896
55970,Sex transformation m to f,0.00,36.0896
55980,Sex transformation f to m,0.00,36.0896
56405,I & d of vulva/perineum,1.49,36.0896
56420,Drainage of gland abscess,1.44,36.0896
56440,Surgery for vulva lesion,2.89,36.0896
56441,Lysis of labial lesion(s),2.02,36.0896
56442,Hymenotomy,0.68,36.0896
56501,Destroy vulva lesions sim,1.58,36.0896
56515,Destroy vulva lesion/s compl,3.08,36.0896
56605,Biopsy of vulva/perineum,1.10,36.0896
56606,Biopsy of vulva/perineum,0.55,36.0896
56620,Partial removal of vulva,7.53,36.0896
56625,Complete removal of vulva,9.68,36.0896
56630,Extensive vulva surgery,14.80,36.0896
56631,Extensive vulva surgery,18.99,36.0896
56632,Extensive vulva surgery,21.86,36.0896
56633,Extensive vulva surgery,19.62,36.0896
56634,Extensive vulva surgery,20.66,36.0896
56637,Extensive vulva surgery,24.75,36.0896
56640,Extensive vulva surgery,24.78,36.0896
56700,Partial removal of hymen,2.84,36.0896
56740,Remove vagina gland lesion,4.88,36.0896
56800,Repair of vagina,3.93,36.0896
56805,Repair clitoris,19.88,36.0896
56810,Repair of perineum,4.29,36.0896
56820,Exam of vulva w/scope,1.50,36.0896
56821,Exam/biopsy of vulva w/scope,2.05,36.0896
57000,Exploration of vagina,3.02,36.0896
57010,Drainage of pelvic abscess,6.84,36.0896
57020,Drainage of pelvic fluid,1.50,36.0896
57022,I & d vaginal hematoma pp,2.73,36.0896
57023,I & d vag hematoma non-ob,5.18,36.0896
57061,Destroy vag lesions simple,1.30,36.0896
57065,Destroy vag lesions complex,2.66,36.0896
57100,Biopsy of vagina,1.20,36.0896
57105,Biopsy of vagina,1.74,36.0896
57106,Remove vagina wall partial,7.50,36.0896
57107,Remove vagina tissue part,24.56,36.0896
57109,Vaginectomy partial w/nodes,28.40,36.0896
57110,Remove vagina wall complete,15.48,36.0896
57111,Remove vagina tissue compl,28.40,36.0896
57112,Vaginectomy w/nodes compl,30.52,36.0896
57120,Closure of vagina,8.28,36.0896
57130,Remove vagina lesion,2.46,36.0896
57135,Remove vagina lesion,2.70,36.0896
57150,Treat vagina infection,0.50,36.0896
57155,Insert uteri tandem/ovoids,5.15,36.0896
57156,Ins vag brachytx device,2.69,36.0896
57160,Insert pessary/other device,0.89,36.0896
57170,Fitting of diaphragm/cap,0.91,36.0896
57180,Treat vaginal bleeding,1.63,36.0896
57200,Repair of vagina,4.42,36.0896
57210,Repair vagina/perineum,5.71,36.0896
57220,Revision of urethra,4.85,36.0896
57230,Repair of urethral lesion,6.30,36.0896
57240,Anterior colporrhaphy,10.08,36.0896
57250,Repair rectum & vagina,10.08,36.0896
57260,Cmbn ant pst colprhy,13.25,36.0896
57265,Cmbn ap colprhy w/ntrcl rpr,15.00,36.0896
57267,Insert mesh/pelvic flr addon,4.88,36.0896
57268,Repair of bowel bulge,7.57,36.0896
57270,Repair of bowel pouch,13.67,36.0896
57280,Suspension of vagina,16.72,36.0896
57282,Colpopexy extraperitoneal,7.97,36.0896
57283,Colpopexy intraperitoneal,11.66,36.0896
57284,Repair paravag defect open,14.33,36.0896
57285,Repair paravag defect vag,11.60,36.0896
57287,Revise/remove sling repair,11.15,36.0896
57288,Repair bladder defect,12.13,36.0896
57289,Repair bladder & vagina,12.80,36.0896
57291,Construction of vagina,8.64,36.0896
57292,Construct vagina with graft,14.01,36.0896
57295,Revise vag graft via vagina,7.82,36.0896
57296,Revise vag graft open abd,16.56,36.0896
57300,Repair rectum-vagina fistula,8.71,36.0896
57305,Repair rectum-vagina fistula,15.35,36.0896
57307,Fistula repair & colostomy,17.17,36.0896
57308,Fistula repair transperine,10.59,36.0896
57310,Repair urethrovaginal lesion,7.65,36.0896
57311,Repair urethrovaginal lesion,8.91,36.0896
57320,Repair bladder-vagina lesion,8.88,36.0896
57330,Repair bladder-vagina lesion,13.21,36.0896
57335,Repair vagina,20.02,36.0896
57400,Dilation of vagina,2.27,36.0896
57410,Pelvic examination,1.75,36.0896
57415,Remove vaginal foreign body,2.49,36.0896
57420,Exam of vagina w/scope,1.60,36.0896
57421,Exam/biopsy of vag w/scope,2.20,36.0896
57423,Repair paravag defect lap,16.08,36.0896
57425,Laparoscopy surg colpopexy,17.03,36.0896
57426,Revise prosth vag graft lap,14.30,36.0896
57452,Exam of cervix w/scope,1.50,36.0896
57454,Bx/curett of cervix w/scope,2.33,36.0896
57455,Biopsy of cervix w/scope,1.99,36.0896
57456,Endocerv curettage w/scope,1.85,36.0896
57460,Bx of cervix w/scope leep,2.83,36.0896
57461,Conz of cervix w/scope leep,3.43,36.0896
57500,Biopsy of cervix,1.20,36.0896
57505,Endocervical curettage,1.19,36.0896
57510,Cauterization of cervix,1.90,36.0896
57511,Cryocautery of cervix,1.95,36.0896
57513,Laser surgery of cervix,1.95,36.0896
57520,Conization of cervix,4.11,36.0896
57522,Conization of cervix,3.67,36.0896
57530,Removal of cervix,5.27,36.0896
57531,Removal of cervix radical,29.95,36.0896
57540,Removal of residual cervix,13.29,36.0896
57545,Remove cervix/repair pelvis,14.10,36.0896
57550,Removal of residual cervix,6.34,36.0896
57555,Remove cervix/repair vagina,9.94,36.0896
57556,Remove cervix repair bowel,9.36,36.0896
57558,D&c of cervical stump,1.72,36.0896
57700,Revision of cervix,4.35,36.0896
57720,Revision of cervix,4.61,36.0896
57800,Dilation of cervical canal,0.77,36.0896
58100,Biopsy of uterus lining,1.21,36.0896
58110,Bx done w/colposcopy add-on,0.77,36.0896
58120,Dilation and curettage,3.59,36.0896
58140,Myomectomy abdom method,15.79,36.0896
58145,Myomectomy vag method,8.91,36.0896
58146,Myomectomy abdom complex,20.34,36.0896
58150,Total hysterectomy,17.31,36.0896
58152,Total hysterectomy,21.86,36.0896
58180,Partial hysterectomy,16.60,36.0896
58200,Extensive hysterectomy,23.10,36.0896
58210,Extensive hysterectomy,30.91,36.0896
58240,Removal of pelvis contents,49.33,36.0896
58260,Vaginal hysterectomy,14.15,36.0896
58262,Vag hyst including t/o,15.94,36.0896
58263,Vag hyst w/t/o & vag repair,17.23,36.0896
58267,Vag hyst w/urinary repair,18.36,36.0896
58270,Vag hyst w/enterocele repair,15.30,36.0896
58275,Hysterectomy/revise vagina,17.03,36.0896
58280,Hysterectomy/revise vagina,18.33,36.0896
58285,Extensive hysterectomy,23.38,36.0896
58290,Vag hyst complex,20.27,36.0896
58291,Vag hyst incl t/o complex,22.06,36.0896
58292,Vag hyst t/o & repair compl,23.35,36.0896
58293,Vag hyst w/uro repair compl,24.33,36.0896
58294,Vag hyst w/enterocele compl,21.55,36.0896
58300,Insert intrauterine device,1.01,36.0896
58301,Remove intrauterine device,1.27,36.0896
58321,Artificial insemination,0.92,36.0896
58322,Artificial insemination,1.10,36.0896
58323,Sperm washing,0.23,36.0896
58340,Catheter for hysterography,0.88,36.0896
58345,Reopen fallopian tube,4.70,36.0896
58346,Insert heyman uteri capsule,7.56,36.0896
58350,Reopen fallopian tube,1.06,36.0896
58353,Endometr ablate thermal,3.60,36.0896
58356,Endometrial cryoablation,6.41,36.0896
58400,Suspension of uterus,7.14,36.0896
58410,Suspension of uterus,13.80,36.0896
58520,Repair of ruptured uterus,13.48,36.0896
58540,Revision of uterus,15.71,36.0896
58541,Lsh uterus 250 g or less,12.29,36.0896
58542,Lsh w/t/o ut 250 g or less,14.16,36.0896
58543,Lsh uterus above 250 g,14.39,36.0896
58544,Lsh w/t/o uterus above 250 g,15.60,36.0896
58545,Laparoscopic myomectomy,15.55,36.0896
58546,Laparo-myomectomy complex,19.94,36.0896
58548,Lap radical hyst,31.63,36.0896
58550,Laparo-asst vag hysterectomy,15.10,36.0896
58552,Laparo-vag hyst incl t/o,16.91,36.0896
58553,Laparo-vag hyst complex,20.06,36.0896
58554,Laparo-vag hyst w/t/o compl,23.11,36.0896
58555,Hysteroscopy dx sep proc,2.65,36.0896
58558,Hysteroscopy biopsy,4.17,36.0896
58559,Hysteroscopy lysis,5.20,36.0896
58560,Hysteroscopy resect septum,5.75,36.0896
58561,Hysteroscopy remove myoma,6.60,36.0896
58562,Hysteroscopy remove fb,4.00,36.0896
58563,Hysteroscopy ablation,4.47,36.0896
58565,Hysteroscopy sterilization,7.12,36.0896
58570,Tlh uterus 250 g or less,13.36,36.0896
58571,Tlh w/t/o 250 g or less,15.00,36.0896
58572,Tlh uterus over 250 g,17.71,36.0896
58573,Tlh w/t/o uterus over 250 g,20.79,36.0896
58575,Laps tot hyst resj mal,32.60,36.0896
58578,Laparo proc uterus,0.00,36.0896
58579,Hysteroscope procedure,0.00,36.0896
58600,Division of fallopian tube,5.91,36.0896
58605,Division of fallopian tube,5.28,36.0896
58611,Ligate oviduct(s) add-on,1.45,36.0896
58615,Occlude fallopian tube(s),3.94,36.0896
58660,Laparoscopy lysis,11.59,36.0896
58661,Laparoscopy remove adnexa,11.35,36.0896
58662,Laparoscopy excise lesions,12.15,36.0896
58670,Laparoscopy tubal cautery,5.91,36.0896
58671,Laparoscopy tubal block,5.91,36.0896
58672,Laparoscopy fimbrioplasty,12.91,36.0896
58673,Laparoscopy salpingostomy,14.04,36.0896
58674,Laps abltj uterine fibroids,14.08,36.0896
58679,Laparo proc oviduct-ovary,0.00,36.0896
58700,Removal of fallopian tube,12.95,36.0896
58720,Removal of ovary/tube(s),12.16,36.0896
58740,Adhesiolysis tube ovary,14.90,36.0896
58750,Repair oviduct,15.64,36.0896
58752,Revise ovarian tube(s),15.64,36.0896
58760,Fimbrioplasty,13.93,36.0896
58770,Create new tubal opening,14.77,36.0896
58800,Drainage of ovarian cyst(s),4.62,36.0896
58805,Drainage of ovarian cyst(s),6.42,36.0896
58820,Drain ovary abscess open,4.70,36.0896
58822,Drain ovary abscess percut,11.81,36.0896
58825,Transposition ovary(s),11.78,36.0896
58900,Biopsy of ovary(s),6.59,36.0896
58920,Partial removal of ovary(s),11.95,36.0896
58925,Removal of ovarian cyst(s),12.43,36.0896
58940,Removal of ovary(s),8.22,36.0896
58943,Removal of ovary(s),19.52,36.0896
58950,Resect ovarian malignancy,18.37,36.0896
58951,Resect ovarian malignancy,24.26,36.0896
58952,Resect ovarian malignancy,27.29,36.0896
58953,Tah rad dissect for debulk,34.13,36.0896
58954,Tah rad debulk/lymph remove,37.13,36.0896
58956,Bso omentectomy w/tah,22.80,36.0896
58957,Resect recurrent gyn mal,26.22,36.0896
58958,Resect recur gyn mal w/lym,29.22,36.0896
58960,Exploration of abdomen,15.79,36.0896
58970,Retrieval of oocyte,3.52,36.0896
58974,Transfer of embryo,0.00,36.0896
58976,Transfer of embryo,3.82,36.0896
58999,Genital surgery procedure,0.00,36.0896
59000,Amniocentesis diagnostic,1.30,36.0896
59001,Amniocentesis therapeutic,3.00,36.0896
59012,Fetal cord puncture prenatal,3.44,36.0896
59015,Chorion biopsy,2.20,36.0896
59020,Fetal contract stress test,0.66,36.0896
59020,Fetal contract stress test,0.00,36.0896
59020,Fetal contract stress test,0.66,36.0896
59025,Fetal non-stress test,0.53,36.0896
59025,Fetal non-stress test,0.00,36.0896
59025,Fetal non-stress test,0.53,36.0896
59030,Fetal scalp blood sample,1.99,36.0896
59050,Fetal monitor w/report,0.89,36.0896
59051,Fetal monitor/interpret only,0.74,36.0896
59070,Transabdom amnioinfus w/us,5.24,36.0896
59072,Umbilical cord occlud w/us,8.99,36.0896
59074,Fetal fluid drainage w/us,5.24,36.0896
59076,Fetal shunt placement w/us,8.99,36.0896
59100,Remove uterus lesion,13.37,36.0896
59120,Treat ectopic pregnancy,12.67,36.0896
59121,Treat ectopic pregnancy,12.74,36.0896
59130,Treat ectopic pregnancy,15.08,36.0896
59135,Treat ectopic pregnancy,14.92,36.0896
59136,Treat ectopic pregnancy,14.25,36.0896
59140,Treat ectopic pregnancy,5.94,36.0896
59150,Treat ectopic pregnancy,12.29,36.0896
59151,Treat ectopic pregnancy,12.11,36.0896
59160,D & c after delivery,2.76,36.0896
59200,Insert cervical dilator,0.79,36.0896
59300,Episiotomy or vaginal repair,2.41,36.0896
59320,Revision of cervix,2.48,36.0896
59325,Revision of cervix,4.06,36.0896
59350,Repair of uterus,4.94,36.0896
59400,Obstetrical care,32.16,36.0896
59409,Obstetrical care,14.37,36.0896
59410,Obstetrical care,18.01,36.0896
59412,Antepartum manipulation,1.71,36.0896
59414,Deliver placenta,1.61,36.0896
59425,Antepartum care only,6.31,36.0896
59426,Antepartum care only,11.16,36.0896
59430,Care after delivery,2.47,36.0896
59510,Cesarean delivery,35.64,36.0896
59514,Cesarean delivery only,16.13,36.0896
59515,Cesarean delivery,21.47,36.0896
59525,Remove uterus after cesarean,8.53,36.0896
59610,Vbac delivery,33.87,36.0896
59612,Vbac delivery only,16.09,36.0896
59614,Vbac care after delivery,19.73,36.0896
59618,Attempted vbac delivery,36.16,36.0896
59620,Attempted vbac delivery only,16.66,36.0896
59622,Attempted vbac after care,22.00,36.0896
59812,Treatment of miscarriage,4.44,36.0896
59820,Care of miscarriage,4.84,36.0896
59821,Treatment of miscarriage,5.09,36.0896
59830,Treat uterus infection,6.59,36.0896
59840,Abortion,3.01,36.0896
59841,Abortion,5.65,36.0896
59850,Abortion,5.90,36.0896
59851,Abortion,5.92,36.0896
59852,Abortion,8.23,36.0896
59855,Abortion,6.43,36.0896
59856,Abortion,7.79,36.0896
59857,Abortion,9.33,36.0896
59866,Abortion (mpr),3.99,36.0896
59870,Evacuate mole of uterus,6.57,36.0896
59871,Remove cerclage suture,2.13,36.0896
59897,Fetal invas px w/us,0.00,36.0896
59898,Laparo proc ob care/deliver,0.00,36.0896
59899,Maternity care procedure,0.00,36.0896
60000,Drain thyroid/tongue cyst,1.81,36.0896
6005F,Care level rationale doc,0.00,36.0896
6010F,Dysphag test done b/4 eating,0.00,36.0896
60100,Biopsy of thyroid,1.56,36.0896
6015F,Dysphag test done b/4 eating,0.00,36.0896
6020F,Npo (nothing-mouth) ordered,0.00,36.0896
60200,Remove thyroid lesion,10.02,36.0896
60210,Partial thyroid excision,11.23,36.0896
60212,Partial thyroid excision,16.43,36.0896
60220,Partial removal of thyroid,11.19,36.0896
60225,Partial removal of thyroid,14.79,36.0896
60240,Removal of thyroid,15.04,36.0896
60252,Removal of thyroid,22.01,36.0896
60254,Extensive thyroid surgery,28.42,36.0896
60260,Repeat thyroid surgery,18.26,36.0896
60270,Removal of thyroid,23.20,36.0896
60271,Removal of thyroid,17.62,36.0896
60280,Remove thyroid duct lesion,6.16,36.0896
60281,Remove thyroid duct lesion,8.82,36.0896
6030F,Max sterile barriers follwd,0.00,36.0896
60300,Aspir/inj thyroid cyst,0.97,36.0896
6040F,Appro rad ds dvcs techs docd,0.00,36.0896
6045F,Radxps in end rprt4fluro pxd,0.00,36.0896
60500,Explore parathyroid glands,15.60,36.0896
60502,Re-explore parathyroids,21.15,36.0896
60505,Explore parathyroid glands,23.06,36.0896
60512,Autotransplant parathyroid,4.44,36.0896
60520,Removal of thymus gland,17.16,36.0896
60521,Removal of thymus gland,19.18,36.0896
60522,Removal of thymus gland,23.48,36.0896
60540,Explore adrenal gland,18.02,36.0896
60545,Explore adrenal gland,20.93,36.0896
60600,Remove carotid body lesion,25.09,36.0896
60605,Remove carotid body lesion,31.96,36.0896
60650,Laparoscopy adrenalectomy,20.73,36.0896
60659,Laparo proc endocrine,0.00,36.0896
60699,Endocrine surgery procedure,0.00,36.0896
6070F,Pt asked/cnsld aed effects,0.00,36.0896
6080F,Pt/caregiver queried falls,0.00,36.0896
6090F,Pt/caregiver counsel safety,0.00,36.0896
6100F,Verify pt site pxd docd,0.00,36.0896
61000,Remove cranial cavity fluid,1.58,36.0896
61001,Remove cranial cavity fluid,1.49,36.0896
